id,archive_ident,title,summary,archive_note,begin_date,end_date,minimum_latitude,minimum_longitude,maximum_latitude,maximum_longitude,spatial_type,frequency_id,horizontal_resolution_id,vertical_resolution_id,progress,quality,current_version_id,language_id,point_of_contact_id,internal_contact_id,grant_contact_id,grant_code,file_event_label,auth_reqd,eula_reqd,online_orderable,offline_orderable,browseable,dodsable,is_eol_data,latest_file_id,latest_file_begin_date,catalog_visible,visible,row_create_contact_id,row_create_time,row_revise_contact_id,row_revise_time
2200,42.015,"COMET CASE 021 WSR-88D Base Reflectivity (lowest tilt angle) from TOPEKA, KS/Alma","This dataset contains the  WSR-88D Base Reflectivity (lowest tilt angle) data product archived from the  TOPEKA, KS/Alma (TWX) radar. Data are archived in the NIDS format.",NULL,"1998-10-30 00:00:00","1998-11-01 23:59:59",37.00000,-98.23000,41.00000,-94.23000,grid,12,1,1,NULL,NULL,NULL,123,2,2,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,190,"1999-12-07 14:09:26",190,"2015-06-01 17:25:41"
9787,112.112,"Skew-T Plots: Tahiti","<p>This dataset contains upper air Skew-T Log-P charts taken at Tahiti during the HIPPO project. The imagery are in GIF format. The imagery cover the time span from 2009-01-06 00:00:00 to 2009-02-01 12:00:00.</p>",NULL,"2009-01-06 00:00:00","2009-02-02 11:59:59",-18.00000,-150.00000,-18.00000,-150.00000,raster,34,1,1,NULL,NULL,NULL,123,1,136,NULL,NULL,NULL,0,0,1,0,1,0,0,NULL,NULL,0,1,1,"2012-11-06 17:27:00",889,"2019-11-05 23:50:58"
210880,347.199,"R/V Revelle TOGA Radar Spectrum Width Data: DYNAMO Legacy Collection","<p><span>This data set contains the 10 minute resolution gridded spectrum width data from the NASA TOGA C-band Doppler radar that was on-board the R/V Revelle during DYNAMO. The Revelle conducted two legs for DYNAMO and was on station from 1-30 October 2011 for Leg 1 and from 4 November to 8 December 2011 for Leg 2. The data are in NetCDF format.</span></p>",NULL,"2011-10-01 00:00:00","2012-03-31 23:59:59",0.00000,80.50000,0.00000,80.50000,NULL,16,1,1,NULL,final,5497,123,1,73,NULL,NULL,NULL,0,0,1,0,0,1,0,NULL,NULL,0,1,2262,"2018-06-05 20:47:32",889,"2020-02-07 00:29:41"
2572,50.037,"COMET CASE 026 WSI NOWRAD 2km Radar Composite of the USA","This dataset contains WSI NOWRAD Base Reflectivity 1 (Lowest-tilt angle)  radar composites of the USA at 2KM  resolution.  Data are archived in the original WSI NOWRAD format.",NULL,"1999-11-23 00:00:00","1999-11-26 23:59:59",20.00000,-135.00000,60.00000,-60.00000,grid,11,1,1,NULL,NULL,NULL,123,2,2,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,190,"2000-07-06 15:12:00",190,"2015-06-01 17:25:41"
2255,43.021,"COMET CASE 022 WSR-88D Base Reflectivity (second-lowest tilt angle) from CENTRAL PENNSYLVANIA","This dataset contains the  WSR-88D Base Reflectivity (second-lowest tilt angle) data product archived from the  CENTRAL PENNSYLVANIA (CCX) radar. Data are archived in the NIDS format.",NULL,"1998-06-02 00:00:00","1998-06-03 23:59:59",38.92000,-80.00000,42.92000,-76.00000,grid,11,1,1,NULL,NULL,NULL,123,2,2,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,190,"2000-01-03 10:59:04",190,"2015-06-01 17:25:41"
8528,106.311,"Large scale water manipulation experiment in the Arctic tundra","<p>This data set includes data from the Barrow Environmental Observatory (BEO) as part of the National Science Foundation (NSF) Biocomplexity Program. This involved increasing and decreasing the water table over large areas of tundra and observing the effects over the diverse microtopography of the region. It also includes measurements from the drained section (BEC) and flooded section (BEN) of Cake Eater Lake.</p> 
<p>Note: Files were updated on 04 Jan 12. Most of the data are the same (with same units) but in all years now photosynthetically active radiation (PAR) has been replaced by incoming shortwave global solar radiation in the spectral range from 310 to 2800 nm (unit is Wm-2). This radiation for 2006-2008 is from the BEC tower, while for 2005: from 1 to 29 July the radiation is from ARM-Barrow and after the 29 July until the end of August is again from BEC. Because the ARM site is closer to the coast from the BE sites and it is more cloudy a regression of the data from 1-29 July was performed to match conditions at the BE.</p>",NULL,"2005-01-01 00:00:00","2008-12-31 23:59:59",71.28100,-156.60300,71.28700,-156.59600,point,32,1,1,NULL,NULL,1773,123,866,149,NULL,0421588,NULL,0,0,0,0,0,0,0,NULL,NULL,0,1,149,"2011-06-25 14:40:21",2240,"2018-05-25 16:42:35"
6583,62.201,"HLY-02-03 Primary Production (Excel) [Hill, V.]","<p>Primary productivity was measured by 14C (carbon) uptake fixation with simulated in situ (SIS) incubations. Isotope stocks were prepared according to the recommendations of Fitzwater et al., 1982. Our SIS incubator had neutral density and/or blue plastic filters to simulate in situ irradiance spectra at depths consistent with sample collection. Temperature was regulated with flowing surface seawater. Samples were placed in 280ml polycarbonate bottles and inoculated with 370 kBq 14C-NaHCO3 and incubated for short period (S) 6-8 hours and long period (L) ~24 hours. Total activity added and particulate adsorption was measured at time zero in parallel samples. Particulate material was harvested on 25mm Whatman GF/F filters and rinsed with 5-10ml of 0.01 N HCL in filtered seawater to remove inorganic carbon. Radioactivity was assayed by liquid scintillation counting and corrected for particulate adsorption at time zero, background and counting efficiency. Dataset includes hourly (mg C m-3 h-1) and daily rates (mg C m-2 d-1) of 14C uptake measured with both short and long incubation periods with matching chlorophyll (mg m- 3) measuring using the fluorometric method of Holm-Hansen (1965) by Dean Stockwell of the University of Alaska, Fairbanks. An ASCII version of this dataset is available as a companion dataset. These Excel data were collected aboard the U.S. Coast Guard Cutter (USCGC) Healy cruise HLY-02-03.</p>",NULL,"2002-07-18 00:00:00","2002-08-21 23:59:59",60.00000,-180.00000,80.00000,-130.00000,point,36,1,1,NULL,NULL,1386,123,640,171,NULL,0125049,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,4,"2008-12-17 12:38:18",1622,"2015-12-29 17:48:14"
9699,112.045,"GMAO GEOS-5 Forecast Products Imagery - CO 300-200hpa LAT20-90","<p>This dataset contains CO 300-200hpa LAT20-90 GMAO GEOS-5 forecast imagery taken during the HIPPO project. The data is in PNG format. The data covers the time span from 2009-01-08 12:00:00 to 2009-01-09 12:00:00.</p>",NULL,"2009-01-08 12:00:00","2009-01-09 12:59:59",25.00000,140.00000,90.00000,-60.00000,raster,34,1,1,NULL,NULL,NULL,123,1,136,NULL,NULL,NULL,0,0,1,0,1,0,0,NULL,NULL,0,1,1,"2012-09-25 23:27:31",889,"2019-11-05 23:50:58"
110,6.5,"CaPE NOAA P-3 State Parameters","NOAA Office of Aircraft Operations Lockheed Orion WP-3D was available from 5-18 August 1991.  Carried 2 airborne radars and measured housekeeping and state parameters, particle  spectra, liquid water content, small ice particles,  electric field vector (2 components) and particle charge,  all at 1 sec resolution.  from a Formvar replicator, particle charge from an inductio",NULL,"1991-07-08 00:00:00","1991-08-18 23:59:59",27.00000,-84.00000,30.00000,-80.00000,point,35,1,1,NULL,NULL,NULL,123,84,73,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,1,3,"1995-11-06 09:17:32",3,"2017-05-17 20:02:22"
8728,2.35,"MICROFRONTS-95 6-sec NWS Soundings","The MICROFRONTS-95 6-second NWS Soundings dataset contains high resolution sounding data extracted from NWS MicroART Sounding systems at 11 sites in the MICROFRONTS-95 project  domain.  The dataset contains one sounding level every 6  seconds.  These data have been extensively quality- controlled, with  every sounding subjected to both  computerized consistency checks and human visual review. This dataset includes pressure, temperature, dew point, relative humidity, wind speed, wind direction, and altitude.",NULL,"1995-02-25 00:00:00","1995-03-31 23:59:59",34.00000,-103.00000,41.00000,-93.00000,point,30,1,1,NULL,NULL,NULL,123,1,73,NULL,NULL,NULL,0,0,1,0,1,0,0,NULL,NULL,0,1,10,"2011-08-24 11:09:17",10,"2017-05-17 20:27:18"
9038,46.693,"Biomass and LAI and NDVI Meas. - Site Factors (ASCII) [Walker, D.]","<p>This is a data table of the basic site factors for each site. The dataset also contains the readme for this dataset and a general readme for this series of datasets. NOTE: This dataset contains the data in ASCII format.</p>",NULL,"2000-01-01 00:00:00","2000-12-31 23:59:59",69.00000,-148.00000,70.00000,-148.00000,point,36,1,1,NULL,NULL,2170,123,303,149,NULL,9908829,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,72,"2011-09-14 17:35:51",73,"2018-01-25 18:59:04"
5710,62.223,"HLY-04-03 Mesozooplankton Abundance [Ashjian, C., and R. Campbell]","<p>This data set contains mesozooplankton abundance from net tows conducted during the United States Coast Guard Cutter (USCGC) Healy HLY-04-03 SBI process cruise. Each data set presents abundances of all taxa, including copepodite stages for the copepods, as # per m-3. Station number, station name, date, position (latitude, longitude), depth intervals for each tow, and bottom depth are presented.</p>",NULL,"2004-07-16 00:00:00","2004-08-26 23:59:00",67.00000,-169.00000,74.00000,-154.00000,point,36,1,1,NULL,NULL,1536,123,442,171,NULL,0124766,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,72,"2007-11-05 14:26:53",1622,"2015-12-29 17:54:05"
8474,76.158,"CAMP: Northern South China Sea - Southern Japan Soil Temperature and Soil Moisture Data Set","<p>This data set contains the Coordinated Energy and Water Cycle Observation Project (CEOP) Enhanced Observing Period 3 and 4 (EOP-3 and EOP-4) CEOP Asia-Australia Monsoon Project (CAMP) Northern South China Sea Soil Temperature and Soil Moisture data set. This dataset contains the entire EOP-3 and EOP-4 time period (i.e., 1 October 2002 through 31 December 2004). There are 13 stations in this dataset: Alishan, Chengkung, Chiayi, Chutzehu, Hengchun, Hsinchu, Hualien, Ilan, Jiyuehtan, Kaohsiung, Taichung, Taitung, Yushan. Data are captured at three intervals at 06:00, 13:00 and 21:00.</p> 
<p>This data set contains both ASCII data and netCDF data. The ASCII data file covers the entire time period for all stations. The netCDF data file covers the entire time period with one netCDF file for each station.</p>",NULL,"2002-10-01 00:00:00","2004-12-31 23:59:59",22.00000,120.42000,24.83000,121.54000,point,36,1,1,NULL,NULL,NULL,123,63,73,NULL,NULL,NULL,0,1,1,0,0,1,0,NULL,NULL,0,1,815,"2011-06-17 12:23:11",888,"2015-06-01 17:25:41"
267685,558.015,"NOAA P-3 Video Data","<p>This data set contains the videos from the left, right, and downward pointing cameras that were on-board the NOAA P-3 aircraft for flights over the southeastern United States during VORTEX-SE 2018. The videos are in Moving Picture Experts Group - 2 (MPEG-2) format.</p>","<p>This is a large data set, each flight is approximately 20-30 GB.</p>","2018-03-10 20:08:00","2018-04-14 03:00:59",29.00000,-94.00000,37.00000,-86.00000,NULL,34,1,1,NULL,final,5383,123,1,73,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,2262,"2019-04-29 19:14:24",2443,"2020-03-06 18:12:17"
1078,26.007,"COMET CASE 012 WSR-88D Composite Reflectivity from Maxwell AFB, AL (MXX)","This dataset contains the composite reflectivity data product archived from the Maxwell AFB, AL (MXX) radar. Data are archived in the NIDS format.",NULL,"1994-03-27 00:00:00","1994-03-27 23:59:59",29.00000,-89.00000,35.00000,-82.00000,raster,11,1,1,NULL,NULL,NULL,123,2,2,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,187,"1998-08-24 10:17:04",187,"2015-06-01 17:25:41"
69,4.24,"STORM-FEST GOES-7 1-km Visible Imagery","Digital recordings of daily GOES-7 1-km visible imagery thatwere produced during STORM-FEST from the NSSFC Wideword workstation. These data are in McIDAS format.",NULL,"1992-02-01 00:00:00","1992-03-15 23:59:59",30.00000,-105.00000,45.00000,-85.00000,raster,20,1,1,NULL,NULL,NULL,123,1,73,NULL,NULL,NULL,0,0,0,1,0,0,0,NULL,NULL,0,1,8,"1995-10-30 11:45:23",73,"2020-02-19 19:48:13"
3693,69.103,"ACE-ASIA Aircraft: Twin Otter Aerosol Mass Spectrometer (Jimenez)","Airborne measurements of aerosol phase sulfate, nitrate, ammonium, and organics were made using an Aerodyne Aerosol Mass Spectrometer (AMS). The AMS operated successfully on 15 out of total of 19 research flights.",NULL,"2001-03-30 00:00:00","2001-05-01 23:59:59",10.00000,100.00000,50.00000,170.00000,point,6,1,1,NULL,NULL,NULL,123,1,73,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,347,"2002-12-19 16:20:47",73,"2020-02-13 16:39:15"
7586,209.034,"MIMIC Total Precipitable Water Imagery [CIMSS]","<p>This data set contains hourly MIMIC-TPW (Morphed Integrated Microwave Imagery at CIMSS-Total Precipitable Water) imagery over the Western Pacific Ocean. These images were developed by CIMSS from the DMSP SSM/I and Aqua AMSR-E satellites and are in gif format.</p>",NULL,"2010-08-31 00:00:00","2010-11-01 12:00:00",0.00000,100.00000,50.00000,-150.00000,NULL,23,1,1,NULL,NULL,NULL,123,1,73,NULL,NULL,NULL,0,0,1,0,1,0,0,NULL,NULL,0,1,852,"2011-02-24 15:40:21",73,"2019-12-13 18:25:24"
9734,112.084,"GOES-11 Leg2 PANC-PHNL 4km Ch4 Thermal-IR Satellite Imagery","<p>This dataset contains leg2 PANC-PHNL 4km CH4 thermal-IR imagery from the GOES-11 satellite taken during the HIPPO project. The data is in JPG format. The data covers the time span from 2008-12-12 08:00:00 to 2009-02-01 19:30:00.</p>",NULL,"2008-12-12 08:00:00","2009-02-01 19:44:59",16.00000,-180.00000,63.00000,-120.00000,raster,18,1,1,NULL,NULL,NULL,123,1,136,NULL,NULL,NULL,0,0,1,0,1,0,0,NULL,NULL,0,1,1,"2012-10-08 16:48:30",889,"2019-11-05 23:50:58"
2094,41.188,"COMET CASE 020 WSR-88D Vertically Integrated Liquid Water from WASHINGTON,DC","This dataset contains the  WSR-88D Vertically Integrated Liquid Water data product archived from the  WASHINGTON,DC (LWX) radar. Data are archived in the NIDS format.",NULL,"1999-09-15 00:00:00","1999-09-16 23:59:59",36.98000,-79.48000,40.98000,-75.48000,grid,11,1,1,NULL,NULL,NULL,123,2,2,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,190,"1999-10-28 13:08:45",190,"2015-06-01 17:25:41"
2860,59.048,"COMET CASE 032 WSR-88D Base Reflectivity (fourth-lowest tilt angle) from CENTRAL PENNSYLVANIA","This dataset contains the  WSR-88D Base Reflectivity (fourth-lowest tilt angle) data product archived from the  CENTRAL PENNSYLVANIA (CCX) radar. Data are archived in the NIDS format.",NULL,"2000-11-20 00:00:00","2000-11-21 23:59:59",38.92000,-80.00000,42.92000,-76.00000,grid,11,1,1,NULL,NULL,NULL,123,2,2,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,190,"2001-02-27 14:33:27",190,"2015-06-01 17:25:41"
1457,33.015,"COMET CASE 016 WSR-88D Base Reflectivity (twelfth-lowest tilt angle) from Kansas City, MO (EAX)","This dataset contains the base reflectivity (twelfth-lowest tilt angle) data product archived from the Kansas City, MO (EAX)radar. Data are archived in the NIDS format.  ",NULL,"1995-07-04 00:00:00","1995-07-05 23:59:59",36.80000,-96.20000,40.80000,-92.20000,grid,11,1,1,NULL,NULL,NULL,123,2,2,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,190,"1999-02-17 14:14:04",190,"2015-06-01 17:25:41"
7501,106.200,"Snow on the Alaska North Slope Grids","<p>This data report is a summary of snow-survey information collected during a trip to the Arctic Slope on April 9-14, 2003. The data were all collected as part of the Biocomplexity of Frost-Boil Ecosystems study (Walker et al. 2003, in press). Snow is an important factor affecting soil-surface temperatures during the winter. These data will be used to help model the influence of snow on frost heave.</p> 
<p>The data collected included
<br />
1. Snow depth and soil temperature information from 106 permanent plots (releves) that are part of a vegetation classification study.
<br />
2. Snow density and snow-water-equivalent (SWE) measurements from the midpoints of the four sides of each of twelve 10x10-m grids at Happy Valley, Sagwon, Franklin Bluffs, Deadhorse, West Dock, and Howe Island.
<br />
3. Snow depths at every meter within the grids.
<br />
4. Snow profile descriptions from each grid.</p>",NULL,"2003-04-09 00:00:00","2003-04-14 23:59:59",69.14655,-148.85236,70.38142,-148.46667,multiple,36,1,1,NULL,final,1182,123,302,149,NULL,0120736,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,149,"2010-11-30 11:41:07",73,"2019-12-12 15:57:54"
8267,102.216,"HLY-08-02 Turbidity/Transmissometer Data [Ashjian/LDEO]","<p>This dataset includes turbidity / transmissometer data from the Science Seawater system onboard the U.S. Coast Guard Cutter Healy recorded during the&nbsp;<span>Bering Sea Ecosystem Study-Bering Sea Integrated Ecosystem Research Program (BEST-BSIERP)</span>&nbsp;2008 HLY0802 (late spring) cruise.&nbsp;<span>BEST-BSIERP together are the Bering Sea project.&nbsp;</span>There are also calibration files included in this dataset.</p>",NULL,"2008-03-29 00:00:00","2008-05-06 23:59:59",55.80000,-179.80000,62.90000,-163.70000,point,31,1,1,NULL,NULL,660,123,1,708,NULL,"0732301, 0732362, 0732382",NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,864,"2011-05-20 09:39:49",2261,"2017-11-21 16:37:57"
67682,385.005,"SCP 5 minute ISFS data, not QC'd, sonic winds in instrument coordinates","<p>This dataset consists of NetCDF files containing QC'd 5 minute means and covariances of surface data from the Integrated Surface Flux System (ISFS) during the Shallow Cold Pool Study (SCP) from 20 September to 30 November 2012. Winds from sonic anemometers are in instrument coordinates.</p>",NULL,"2012-09-20 00:00:00","2012-11-30 23:59:59",40.80500,-104.78600,40.81200,-104.77300,point,11,1,1,NULL,final,2678,123,1,2422,NULL,NULL,NULL,0,0,1,0,0,0,1,NULL,NULL,0,1,815,"2014-05-07 21:12:25",2074,"2019-09-25 17:39:20"
5884,92.046,"UK BAE-146 Dropsonde Profile Data (ESC format) [UK Met Office]","This is one of the upper air data sets developed for the Terrain-induced Rotor Experiment (T-REX).  It includes 72 high vertical resolution (0.5 second) dropsondes from the UK FAAM BAE-146 aircraft.  Soundings were released from 17 Mar to 8 Apr 2006.",NULL,"2006-03-17 00:00:00","2006-04-08 23:59:00",36.30000,-118.20000,37.10000,-117.80000,point,35,1,1,NULL,NULL,NULL,123,1,73,NULL,NULL,NULL,0,0,1,0,1,0,0,NULL,NULL,0,1,72,"2007-11-08 11:53:42",72,"2015-06-01 17:25:41"
4637,71.013,"DOE ARM SGP Eddy Correlation (ECOR) Flux Data","This data set contains 30 minute resolution latent heat flux and sensible heat flux data from the Department of Energy (DOE) Atmospheric Radiation Measurement (ARM) Atmospheric Radiation Measurement (ARM) Southern Great Plains (SGP) Eddy Correlation (ECOR) systems. These ECOR stations are located at many of the ARM SGP Extended Facilities in southern Kansas and northern Oklahoma. This data set covers the period from 1 October 2003 through present. The data are in netCDF format. These data files are in monthly zip files that have an average size of 5 Mb. UCAR/JOSS has not done any additional processing or quality control on these data.",NULL,"2003-10-01 00:00:00","2005-08-31 23:59:59",34.50000,-99.50000,38.50000,-95.50000,point,20,1,1,NULL,NULL,NULL,123,207,73,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,72,"2007-10-23 13:35:11",73,"2020-01-29 14:30:35"
3293,65.016,"COMET CASE 036 WSR-88D Base Reflectivity (second-lowest tilt angle) from PORTLAND, OR","This dataset contains the  WSR-88D Base Reflectivity (second-lowest tilt angle) data product archived from the  PORTLAND, OR (RTX) radar. Data are archived in the NIDS format.",NULL,"2001-02-16 00:00:00","2001-02-16 23:59:59",43.71000,-124.97000,47.71000,-120.97000,grid,12,1,1,NULL,NULL,NULL,123,2,2,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,190,"2001-11-14 09:54:22",190,"2015-06-01 17:25:41"
