id,archive_ident,title,summary,archive_note,begin_date,end_date,minimum_latitude,minimum_longitude,maximum_latitude,maximum_longitude,spatial_type,frequency_id,horizontal_resolution_id,vertical_resolution_id,progress,quality,current_version_id,language_id,point_of_contact_id,internal_contact_id,grant_contact_id,grant_code,file_event_label,auth_reqd,eula_reqd,online_orderable,offline_orderable,browseable,dodsable,is_eol_data,latest_file_id,latest_file_begin_date,catalog_visible,visible,row_create_contact_id,row_create_time,row_revise_contact_id,row_revise_time
2513,49.048,"COMET CASE 025 NCEP's Medium Range Forecast (MRF) Model.","This dataset contains data from  NCEP's Medium Range Forecast (MRF) Model. The model runs are for 00Z with forecasts given every 12 hours and going out 10 days.  The data are archived in GRIB gridded files.",NULL,"1999-08-11 00:00:00","1999-08-12 23:59:59",20.00000,-135.00000,60.00000,-60.00000,grid,31,1,1,NULL,NULL,NULL,123,2,2,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,190,"2000-04-25 08:52:09",190,"2015-06-01 17:25:41"
4778,77.121,"Mobile Integrated Profiling System (MIPS) SODAR Imagery [U Alabama]","This dataset contains Profiler/Sodar Mobile Integrated Profiling System (MIPS) SODAR Image Data from the University of Alabama in Huntsville.",NULL,"2002-05-11 00:00:00","2002-06-25 23:59:59",36.12000,-84.34000,36.12000,-84.34000,point,18,1,1,NULL,NULL,NULL,123,222,73,NULL,NULL,NULL,0,0,1,0,1,0,0,NULL,NULL,0,1,72,"2007-10-24 22:15:05",73,"2019-12-02 18:50:19"
263697,567.008,"Diode Laser Hygrometer (DLH) Measurements","<p>This dataset contains Diode Laser Hygrometer (DLH) measurements of water vapor (H2O(v)) collected on the NASA DC-8 aircraft from the High Ice Water Content (HIWC) Radar Study project that took place in Fort Lauderdale, Florida; Palmdale, California; and Kona, Hawaii. The data files are in ICARTT format.</p>",NULL,"2018-07-27 00:00:00","2018-08-20 23:59:59",10.00000,-170.00000,40.00000,-45.00000,point,4,1,1,NULL,final,5335,123,1,708,NULL,NULL,NULL,1,0,1,0,0,0,0,NULL,NULL,0,1,2262,"2019-01-03 17:00:51",708,"2019-03-13 17:21:20"
3766,81.089,"COMET CASE 044 storm relative mean radial velocity, 1.45 degree from LVX","This dataset contains the  storm relative mean radial velocity, 1.45 degrees elevation angle (P) data product archived from the  LOUISVILLE, KY/Fort Knox LVX radar. Data are archived in the NIDS format.",NULL,"2002-11-09 00:00:00","2002-11-10 23:59:59",35.98000,-87.94000,39.98000,-83.94000,grid,11,1,1,NULL,NULL,NULL,123,2,2,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,190,"2003-03-06 15:56:35",190,"2015-06-01 17:25:41"
291400,102.290,"Standard Sea Ice Observation Reports Healy Cruises HLY-09-01 and HLY-09-02",NULL,"This dataset links to supplemental information for the project.","2006-04-09 00:00:00","2015-07-31 23:59:00",53.00000,-180.00000,63.00000,-163.00000,NULL,1,1,1,completed,final,NULL,123,1,149,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,1,1,"1970-01-01 00:00:01",149,"2020-05-15 19:55:41"
3109,19.041,"GCIP/NESOB-96 Land Characterization: EDC NASA Landsat Pathfinder","The North American Landscape Characterization (NALC) project is a collaborative effort between the Environmental Protection Agency (EPA) and the U.S. Geological Survey (USGS) to provide complete coverage of the conterminous U.S. and Mexico for the purposes of mapping land cover and land cover change.",NULL,"1973-01-01 00:00:00","1992-12-31 23:59:59",20.00000,-130.00000,50.00000,-50.00000,grid,35,1,1,NULL,NULL,NULL,123,1,73,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,1,73,"2001-06-29 06:44:18",73,"2019-11-07 16:22:57"
4023,87.014,"R/V Seward Johnson Rawinsonde Data [UNOLS]","This is one of the upper air data sets developed for the Rain in Cumulus Over the Ocean (RICO) project. This data set includes the high vertical resolution (2 second) rawinsonde data from the Research Vessel (R/V) Seward Johnson. A total of 88 soundings were released from 31 December 2004 to 24 January 2005. Soundings were typically released four to six times per day.",NULL,"2004-12-31 00:00:00","2005-01-24 23:59:59",17.30000,-74.50000,21.60000,-61.45000,point,35,1,1,NULL,NULL,NULL,123,1,73,NULL,NULL,NULL,0,0,1,0,1,0,0,NULL,NULL,0,1,149,"2006-01-03 11:04:36",73,"2017-10-24 17:48:09"
248107,567.004,"GTS Mandatory/Significant Level Sounding Data (ESC Format)","<p>This data set includes the quality controlled GTS soundings for two High Ice Water Content (HIWC) Radar 2018 observational periods and regions. The first was around Florida for the period of 30 July to 12 August 2018 and the second was across southern California, Baja, and Hawaii for the period 11-30 August 2018. This data set includes only those stations in the regions for which high vertical resolution data were not available. Those stations with high resolution data are available in a separate data set. A total of 281 quality-controlled, mandatory and significant level resolution soundings are contained in the final data set.</p>",NULL,"2018-07-30 00:00:00","2018-08-30 23:59:59",10.00000,-170.00000,40.00000,-45.00000,NULL,2,1,1,NULL,final,5138,123,1,708,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,2325,"2018-10-24 16:01:26",708,"2018-11-08 21:15:45"
9109,18.042,"GCIP/ESOP-98 Surface: Cook County/Imperial Valley Precipitation","The Cook County and Imperial Valley Precipitation are available off-line via a remote link to the Illinois State Water Survey (ISWS). The researcher should contact Bob Scott of the ISWS to obtain these data. Please see this dataset's contact information.",NULL,"1997-10-01 00:00:00","1998-05-31 23:59:59",37.00000,-99.00000,50.00000,-85.00000,point,36,1,1,NULL,NULL,NULL,123,237,136,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,1,136,"2011-09-14 17:35:56",73,"2019-12-19 15:38:26"
112215,245.B77-001,"Stomach contents of birds collected at sea (B77)","<p>This dataset contains data on the dissected stomach contents of birds collected in waters within 200 kilometers of the Pribilof Islands, St. George and St. Paul and extending southeastward to Bogoslof Island in 2008 and 2009. Birds were collected by shotgun and tissue samples of cheek feather, muscle, and liver were removed for stable isotope analyses. Whole stomachs were sent frozen to University of Alaska Fairbanks for identification. The carcasses were re-frozen immediately after organ and feather tissue removal, and stored at Moss Landing Marine Laboratories for further studies.</p>",NULL,"2008-07-16 00:00:00","2009-12-31 23:59:59",53.93000,-170.26000,57.19000,-168.03000,NULL,2,1,1,NULL,final,1132,123,1302,149,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,1621,"2014-12-31 00:06:33",73,"2016-07-28 22:25:54"
207668,529.008,"TSI 3025 and Scanning Mobility Particle Sizer (SMPS) Data","<p>This dataset contains total particle counts from the TSI 3025 and particle size distributions (dN/dlogDp vs.&nbsp;<span>Dp) from the SMPS data for the 6 research flights of&nbsp;</span>Airborne Research Instrumentation Testing Opportunity (ARISTO- <span>2016). Both are in ICARTT file format.</span>&nbsp;<span>Additional information about detection limits, flags, diameter bins, etc. are in the headers of the files. The</span>&nbsp;<span>3025 did not operate during RF01, so the data is all filled in by -9999. Please see the included readme file for more information.</span></p>",NULL,"2016-08-05 00:00:00","2016-08-16 23:59:59",39.50000,-126.00000,47.50000,-103.00000,unknown,1,1,1,NULL,final,4880,123,1,171,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,2131,"2017-12-18 00:41:24",2262,"2018-01-04 16:42:27"
3216,70.010,"COMET CASE 039 WSR-88D Storm Total Precipitation Estimate from DES MOINES, IA","This dataset contains the  WSR-88D Storm Total Precipitation Estimate data product archived from the  DES MOINES, IA (DMX) radar. Data are archived in the NIDS format.",NULL,"1998-06-29 00:00:00","1998-06-29 23:59:59",39.73000,-95.72000,43.73000,-91.72000,grid,11,1,1,NULL,NULL,NULL,123,2,2,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,190,"2001-08-27 15:30:12",190,"2015-06-01 17:25:41"
4479,82.136,"Mexico Navy SEMAR Automated Weather Station Data","<p>This dataset contains automated weather station data from the Mexican Navy SEMAR stations that are located along the coast of Mexico and its islands.</p> 
<p>More information on the network can be found at http://meteorologia.semar.gob.mx/. This web site is in Spanish.</p>",NULL,"2004-06-01 00:00:00","2004-09-30 23:59:00",14.50000,-118.50000,32.50000,-86.50000,point,20,1,1,NULL,NULL,NULL,123,650,136,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,72,"2006-07-18 12:13:51",73,"2019-11-08 14:10:51"
7859,121.003,"Forward-Looking Digital Camera Imagery","<p>During HIPPO-3, the GV_N677F flew a forward looking digital camera for in-flight video capture. Individual photo jpeg images were captured once per second during flights. Images taken after dark have been stripped from this archive. The remaining images have been combined into hour long tarfiles running from zero minutes zero seconds (or the start time of the first file) to 23 minutes 59 seconds (or the end time of the last file) after each hour. Note that the first and last tarfile for each flight will contain less than a full hour of imagery. Directory files returned with each order give the contents of each corresponding tar file.</p>",NULL,"2010-03-16 18:00:00","2010-04-16 23:00:00",-67.00000,172.00000,85.00000,-105.00000,multiple,4,1,1,NULL,final,3962,123,1,2330,NULL,NULL,NULL,0,0,1,0,0,0,1,NULL,NULL,0,1,844,"2011-05-17 09:08:45",889,"2019-11-06 00:24:45"
1362,30.016,"COMET CASE 013 WSR-88D Radial Velocity (third-lowest tilt angle) from Los Angeles, CA(VTX)","This dataset contains the velocity relative to radar (third-lowest tilt angle) data product archived from the Los Angeles, CA (VTX) radar. Data are archived in the NIDS format.  ",NULL,"1998-02-23 00:00:00","1998-02-23 23:59:59",32.00000,-122.00000,36.00000,-118.00000,raster,12,1,1,NULL,NULL,NULL,123,2,2,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,190,"1998-11-25 12:30:51",190,"2015-06-01 17:25:41"
8442,76.109,"CATCH: Streamgauge Data Set (2001-2)","This dataset contains the Coordinated Energy and Water Cycle Observation Project (CEOP) CATCH streamgauge data.  The data set contains hourly data for the CEOP time period. ",NULL,"2001-01-01 00:00:00","2002-12-31 23:59:59",9.00000,1.50000,10.00000,2.50000,point,23,1,1,NULL,NULL,NULL,123,596,73,NULL,NULL,NULL,0,1,0,0,0,0,0,NULL,NULL,0,1,815,"2011-06-17 11:52:43",815,"2017-05-17 19:36:32"
185728,538.005,"Left-Looking Digital Camera Imagery","<p>During SOCRATES-TEST, the NSF/NCAR HIAPER GV (Tail Number N677F) flew a left looking digital camera for in-flight video capture. Individual photo jpeg images were captured once per second during flights. Images taken after dark have been stripped from this archive. The remaining images have been combined into hour long tarfiles running from zero minutes zero seconds (or the start time of the first file) to 23 minutes 59 seconds (or the end time of the last file) after each hour. Note that the first and last tarfile for each flight will contain less than a full hour of imagery. Directory files returned with each order give the contents of each corresponding tar file.</p>",NULL,"2016-09-19 00:00:00","2016-10-10 23:59:59",39.84000,-105.25000,44.48000,-101.66000,raster,4,1,1,NULL,final,4464,123,1,2330,NULL,NULL,NULL,0,0,1,0,0,0,1,NULL,NULL,0,1,179,"2016-12-15 23:23:20",889,"2019-11-06 00:24:45"
2857,59.045,"COMET CASE 032 WSR-88D Base Reflectivity (lowest tilt angle) from CENTRAL PENNSYLVANIA","This dataset contains the  WSR-88D Base Reflectivity (lowest tilt angle) data product archived from the  CENTRAL PENNSYLVANIA (CCX) radar. Data are archived in the NIDS format.",NULL,"2000-11-20 00:00:00","2000-11-21 23:59:59",38.92000,-80.00000,42.92000,-76.00000,grid,11,1,1,NULL,NULL,NULL,123,2,2,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,190,"2001-02-27 14:33:11",190,"2015-06-01 17:25:41"
644,4.140,"COMET CASE 008 GOES-9 WV (GIF)","This dataset contains GOES-9 WV imagery. Data is archived as GIF files.  ",NULL,"1997-01-01 00:00:00","1997-01-01 23:59:59",15.00000,-160.00000,56.00000,-106.00000,raster,23,1,1,NULL,NULL,NULL,123,2,2,NULL,NULL,NULL,0,0,1,0,1,0,0,NULL,NULL,0,1,142,"1997-11-13 13:32:54",142,"2015-06-01 17:25:41"
291576,89.309,"NOAA R/V Ron Brown 90 GHz Microwave Radiometer Images (MWR) Data",NULL,"This dataset links to supplemental information for the project.","2008-10-01 00:00:00","2008-11-30 23:59:00",-30.00000,-90.00000,-15.00000,-70.00000,NULL,1,1,1,completed,final,NULL,123,1,1,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,1,1,"1970-01-01 00:00:01",149,"2020-05-15 19:56:45"
183309,129.003,"Raman-shifted Eye-safe Aerosol Lidar (REAL) final data in netCDF","<p>This dataset contains Raman-shifted Eye-safe Aerosol Lidar (REAL) final data collected during the Canopy Horizontal Array Turbulence Study (CHATS) field experiment from 14 March 2007 to 11 June 2007. The data are in netCDF format and are available as ten minute gzipped tar files. </p>",NULL,"2007-03-14 00:00:00","2007-06-11 23:59:59",38.00000,-121.00000,38.00000,-121.00000,NULL,2,1,1,NULL,final,3016,123,1,2329,NULL,NULL,NULL,0,0,1,0,0,0,1,NULL,NULL,0,1,889,"2016-02-17 22:55:11",2329,"2018-08-07 18:29:10"
21709,105.061,"WRF 12KM Cloud-Top Temperature Forecast Imagery [Dudhia (NCAR-MMM)]","<p>This dataset contains Weather Research and Forecasting Model (WRF) 12 kilometer cloud-top temperature forecast imagery taken during the ICE-L project. The imagery are in PNG format and covers the time span from 2007-11-19 00:00:00 to 2007-12-21 23:59:59.</p>",NULL,"2007-11-19 00:00:00","2007-12-21 23:59:59",20.00000,-130.00000,55.00000,-65.00000,raster,31,1,1,NULL,NULL,NULL,123,1,136,NULL,NULL,NULL,0,0,1,0,1,0,0,NULL,NULL,0,1,1,"2013-08-05 21:07:13",73,"2019-12-13 15:30:06"
292562,82.816,"NOAA/ESRL/PSD NAME Supersite (Obispo) 915 MHz Profiler (Realtime) Data",NULL,"This dataset links to supplemental information for the project.","2004-06-01 00:00:00","2004-09-30 23:59:59",5.00000,-125.00000,50.00000,-72.00000,NULL,1,1,1,completed,final,NULL,123,1,31,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,1,1,"1970-01-01 00:00:01",149,"2020-05-15 20:03:24"
480,3.207,"COMET CASE 007 WSI NIDS low resolution 0.5 degree Base Reflectivity from Pueblo, CO","This dataset contains the low resolution 0.5 degree base reflectivity data product archived from the WSI NIDS datastream for the Pueblo, CO radar. Data are archived in the original WSI NIDS format.  ",NULL,"1996-03-13 00:00:00","1996-03-14 23:59:59",35.50000,-107.00000,41.50000,-101.00000,raster,11,1,1,NULL,NULL,NULL,123,2,2,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,142,"1997-06-16 17:15:48",142,"2015-06-01 17:25:41"
8903,77.110,"Surface Meteorological (5-minute) Multi-Network Composite [NCAR/EOL]","<p>This data set contains five-minute resolution surface meteorological data in National Center for Atmospheric Research/Earth Observing Laboratory (NCAR/EOL) Quality Control (QC) format from stations within the following networks: Oklahoma Mesonet, National Center for Atmospheric Research (NCAR) Atmospheric Technology Division (ATD) Integrated Surface Flux Facility (ISFF), Texas Tech Wext Texas Mesonet (WTXMESO), United States Department of Agriculture (USDA) Agricultural Research Service (ARS) Micronet, and the 5 minute surface data extracted from the IHOP_2002 Mesonet 1-Minute Surface Meteorological Composite. Data for the International H2O Project 2002 (IHOP 2002) domain (32N to 42N latitude and 90W to 105W longitude) and time period (13 May 2002 through 25 June 2002) are contained within this dataset. This dataset contains data from 261 stations. In July 2005 the Oklahoma Climatological Survey reprocessed and updated the Oklahoma Mesonet surface meteorological data. EOL has not updated the composite files, however the newer OKMESO data is available.</p>",NULL,"2002-05-13 00:00:00","2002-06-25 23:59:59",32.00000,-105.00000,42.00000,-90.00000,point,11,1,1,NULL,final,3764,123,1,73,NULL,NULL,NULL,1,0,1,0,1,0,1,NULL,NULL,0,1,704,"2011-08-24 17:30:26",2074,"2017-05-17 19:32:29"
3778,81.103,"COMET CASE 044 storm-relative mean radial velocity (P) from MOB","This dataset contains the  storm-relative mean radial velocity (P) data product archived from the  MOBILE, AL/Mobile MOB radar. Data are archived in the NIDS format.",NULL,"2002-11-09 00:00:00","2002-11-10 23:59:59",28.68000,-90.24000,32.68000,-86.24000,grid,11,1,1,NULL,NULL,NULL,123,2,2,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,190,"2003-03-06 15:56:52",190,"2015-06-01 17:25:41"
2386,47.007,"COMET CASE 024 WSR-88D Base Reflectivity (fourth-lowest tilt angle) from WASHINGTON,DC","This dataset contains the  WSR-88D Base Reflectivity (fourth-lowest tilt angle) data product archived from the  WASHINGTON,DC (LWX) radar. Data are archived in the NIDS format.",NULL,"2000-01-24 00:00:00","2000-01-26 23:59:59",36.98000,-79.48000,40.98000,-75.48000,grid,11,1,1,NULL,NULL,NULL,123,2,2,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,190,"2000-03-22 15:36:29",190,"2015-06-01 17:25:41"
3194,67.045,"COMET CASE 038 Ensemble Product","This dataset contains data from Ensemble ProductEnsemble product..  The data are archived in GRIB gridded files.",NULL,"1998-04-08 00:00:00","1998-04-09 23:59:59",20.00000,-135.00000,60.00000,-60.00000,grid,31,1,1,NULL,NULL,NULL,123,2,2,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,190,"2001-08-21 17:29:21",190,"2015-06-01 17:25:41"
292429,379.126,"DEEPWAVE Field Catalog Radar Imagery",NULL,"This dataset links to supplemental information for the project.","2014-06-01 00:00:00","2014-07-31 23:59:59",-60.00000,130.00000,-20.00000,-150.00000,NULL,1,1,1,completed,final,NULL,123,1,179,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,1,1,"1970-01-01 00:00:01",149,"2020-05-15 20:02:33"
2506,49.041,"COMET CASE 025 GOES_8 IR3 at 4km","This dataset contains GOES_8 IR3 imagery at 4km resolution.  Data is archived as McIDAS AREA files.",NULL,"1999-08-11 00:00:00","1999-08-12 23:59:59",2.00000,-144.00000,59.40000,-29.00000,raster,23,1,1,NULL,NULL,NULL,123,2,2,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,190,"2000-04-25 08:52:00",190,"2015-06-01 17:25:41"
6373,85.075,"National Data Buoy Center (NDBC) data [NCAR/EOL]","<p>This data set contains 1-hour resolution surface meteorological data from the National Data Bouy Center (NDBC) stations located across the Great Lakes. This data set covers the period from 1 May through 31 July 2003. The data are in ASCII format.</p>",NULL,"2003-05-01 00:00:00","2003-07-31 23:59:59",41.26000,-90.73000,48.22000,-82.40000,point,23,1,1,NULL,NULL,NULL,123,1,73,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,72,"2008-10-07 06:50:45",73,"2019-12-20 17:17:22"
927,3.492,"COMET CASE 010 WSR-88D Base Reflectivity (fourth-lowest tilt angle) from Little Rock, AR (LZK)","This dataset contains the base reflectivity (fourth-lowest tilt angle) data product archived from the Little Rock, AR (LZK) radar. Data are archived in the NIDS format.  ",NULL,"1997-05-27 00:00:00","1997-05-27 23:59:59",31.90000,-95.30000,37.90000,-89.30000,raster,11,1,1,NULL,NULL,NULL,123,2,2,NULL,NULL,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,142,"1998-05-07 17:16:07",142,"2015-06-01 17:25:41"
8233,102.183,"UAF Moored Acoustic Doppler Current Profiler (ADCP) Data","<p>As part of the&nbsp;<span>Bering Sea Ecosystem Study-Bering Sea Integrated Ecosystem Research Program (BEST-BSIERP),&nbsp;</span>a family of oceanographic moorings were anchored to the bottom on the eastern Bering Sea in the summer 2008. They were recovered and redeployed in 2009, and the final recovery occurred in the summer of 2010.</p> 
<p>This data set contains the data for 2008-2010 from the Acoustic Doppler Current Profiler (ADCP) in zip archives by mooring: C25, C40, N25, N40, N55, S25, and S40.</p> 
<p>In reports and publications that use these data, please acknowledge their source: T. Weingartner, University of Alaska Fairbanks, NSF Grant ARC-0732771.</p> 
<p><span>BEST-BSIERP together are the Bering Sea project.</span></p>",NULL,"2008-07-07 06:00:00","2010-07-28 18:30:00",58.00000,-171.97780,61.96930,-167.33720,point,20,1,1,NULL,NULL,639,123,758,149,NULL,0732771,NULL,0,0,1,0,0,0,0,NULL,NULL,0,1,708,"2011-05-17 15:27:18",2261,"2017-11-20 23:12:36"
292591,486.030,"POES Data",NULL,"This dataset links to supplemental information for the project.","2015-04-01 00:00:00","2015-05-31 23:59:59",0.00000,-70.00000,20.00000,-30.00000,NULL,1,1,1,completed,final,NULL,123,1,171,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,1,1,"1970-01-01 00:00:01",149,"2020-05-15 20:03:34"
290929,93.164,"T1 Chemistry Data (CDP)",NULL,"This dataset links to supplemental information for the project.","2006-03-01 00:00:00","2006-03-30 23:59:00",14.00000,-120.00000,33.00000,-80.00000,NULL,1,1,1,completed,final,NULL,123,1,31,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,1,1,"1970-01-01 00:00:01",149,"2020-05-15 19:52:42"
